question,answer_llm,answer_orig,document
"I’m running this on Windows, right?  Does the fact that I’m using Windows specifically make this error more likely, or is this just a general problem with PyTorch installation?","According to the context: “OSError: [WinError 126] The specified module could not be found. Error loading \""C:\Users\USER\AppData\Local\Programs\Python\Python310\lib\site-packages\torch\lib\fbgemm.dll\"" or one of its dependencies.”","- **Solution 1**: Install Visual C++ Redistributable.

- **Solution 2**: Install Visual Studio, not Visual Studio Code. 

  <{IMAGE:image_1}>

  For more details, please follow this link: [discuss.pytorch.org](https://discuss.pytorch.org/t/failed-to-import-pytorch-fbgemm-dll-or-one-of-its-dependencies-is-missing/201969)",15e931476c
I'm getting a 'psycopg2.OperationalError: could not translate host name ,"To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.

```ini
POSTGRES_HOST=localhost
```",4b65d5542d
"Okay, so I'm trying to see the full text in a column when I’m looking at the LLM-as-judge results in the offline-rag-evaluation notebook. The answer gets cut off... how do I actually *see* the whole thing?","To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction: `pd.set_option('display.max_colwidth', None)`","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"I read about `pd.set_option` but I'm not sure exactly what to put in there. Specifically, how does setting `display.max_colwidth` actually fix the problem of Pandas truncating my text columns?","According to the context: “By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction: `pd.set_option('display.max_colwidth', None)`”.","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"The documentation says ‘Setting it to 'None' allows unlimited width.’ Does that mean I can just use `pd.set_option('display.max_colwidth', None)` and everything will be visible, no matter how long the text is? Is there a limit?",According to the context: “Setting it to 'None' allows unlimited width.”,"By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"I’m using this code: `pd.set_option('display.max_colwidth', None)`. Does that need to go *before* I display the DataFrame or somewhere else in my script?  And does it affect all DataFrames, or just the one I'm looking at?","According to the context, you need to put `pd.set_option('display.max_colwidth', None)` before you display the DataFrame. It affects “just the one I’m looking at.”","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"Just to be clear, this `pd.set_option` thing is a permanent change for Pandas, right? Or do I need to run this command every time I want to see the full text content in a column?","According to the context, “Setting it to 'None' allows unlimited width.”","By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction:

```python
pd.set_option('display.max_colwidth', None)
```

- **Option:** `display.max_colwidth`
- **Type:** `int` or `None`
- **Description:** Sets the maximum width in characters of a column in the representation of a pandas data structure. When a column overflows, a ""..."" placeholder is used in the output. Setting it to 'None' allows unlimited width.
- **Default:** 50

Refer to the [official documentation](https://pandas.pydata.org/docs/user_guide/options.html) for more details.

<{IMAGE:image_1}>",641aedbbf5
"I'm trying to normalize vectors in a Pandas column, but I’m getting an error. The code you provided looks right, but it still isn’t working for me. What am I missing?","To resolve this error, update the `.env` file:

- Change the `POSTGRES_HOST` variable to `localhost`.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
Could you explain a little more about why we’re using `np.linalg.norm(v)`? Is that the best way to calculate the magnitude of a vector in Python?,"According to the context: “To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)
```

The `np.linalg.norm(v)` function calculates the magnitude of a vector `v`.”","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
"The code says `df[""new_col""] = ...`.  Does this create a *completely* new column, or does it overwrite the original one if I run it multiple times?","According to the context, “To normalize vectors in a Pandas DataFrame column, you can use the following approach: ```python import numpy as np \nnormalize_vec = lambda v: v / np.linalg.norm(v) \ndf[""new_col""] = df[""org_col""].apply(normalize_vec)```”.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
I’m using this on a really big DataFrame – will this method be slow? Are there any more efficient ways to normalize lots of vectors in Pandas?,"According to the context, “By default, Pandas truncates text content in a column to 50 characters. To view the entire explanation provided by the judge LLM for a non-relevant answer, use the following instruction: `pd.set_option('display.max_colwidth', None)`”.","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
"The example uses `org_col` and `new_col`. What if my column is called something different, like ‘feature_vector’? How do I adapt the code?","You would replace `""org_col""` with `""feature_vector""` in the line:

```python
df[""new_col""] = df[""org_col""].apply(normalize_vec)
```

So it would become:

```python
df[""new_col""] = df[""feature_vector""].apply(normalize_vec)
```","To normalize vectors in a Pandas DataFrame column, you can use the following approach:

```python
import numpy as np

normalize_vec = lambda v: v / np.linalg.norm(v)

df[""new_col""] = df[""org_col""].apply(normalize_vec)
```",5039707c1a
"I'm trying to figure out how to calculate the median of a Pandas DataFrame column, specifically the 50th percentile. Can you show me exactly how I’d do that using the `.quantile()` method?","To compute the 50th percentile (median) of a Pandas DataFrame column, use the following instruction: `median = df[""column_name""].quantile(q=0.5)`","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
The FAQ mentions calculating percentiles with `quantile()`. But what if I want to find the 90th percentile – would I just change the ‘q’ value in the code?  Could you give an example of finding the 90th percentile?,"According to the context: “To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```

To find the 90th percentile, change the ‘q’ value in the code:

```python
percentile_90 = df[""col""].quantile(q=0.90)
```","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
"Okay, so I see you use `df['col'].quantile(q=...)` for calculating quantiles. But what if my column isn't named 'col'? How do I make sure this works with any Pandas Series or DataFrame column name?","According to the context: “To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```”","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
"The answer says to use `quantile(q=0.75)` to get the 75th percentile.  Is there a way to specify the number of quantiles you want to calculate at once, like getting the 25th, 50th, and 75th percentiles all in one go? ","According to the context, “To compute the 75% percentile or 0.75 quantile: ```python quantile = df[""col""].quantile(q=0.75)```”. There is no way to specify multiple quantiles at once using this method.","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
"Just to be clear, when using `quantile()`, does the ‘q’ parameter *have* to be a decimal representing the percentile (like 0.75 for the 75th)? Or can I use an integer like 75 if that's what I want?","According to the context, “To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```”","To compute the 75% percentile or 0.75 quantile:

```python
quantile = df[""col""].quantile(q=0.75)
```",b4c8ac5a0c
"Okay, so I want to completely wipe out everything related to Docker – containers, images, volumes, and even the builds. What’s the *exact* command I should use from the terminal to do that?","According to the context, here are the commands to remove all Docker components:

1.  Delete all containers (including running ones):
    ```bash
    docker rm -f $(docker ps -aq)
    ```

2.  Remove all images:
    ```bash
    docker rmi -f $(docker images -q)
    ```

3.  Delete all volumes:
    ```bash
    docker volume rm $(docker volume ls -q)
    ```","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"I'm trying to get rid of all my Docker containers, but some are running! How do I force-delete those running containers too, along with any stopped ones?  Is there a single command for everything?","According to the context, “To delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```”","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
What’s the best way to delete *all* the Docker images from my system? I've got a ton and I want to start fresh. Can you show me the command?,"According to the context, “To remove all images:

```bash
docker rmi -f $(docker images -q)
```”","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"I need to remove all of my Docker volumes, but I’m not sure how to list them first. What command do I use to get a list of volume names so I can then delete them?","You can use the following command to get a list of volume names:

```bash
docker volume ls -q
```","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"Just to be clear, these commands will permanently delete everything – no recovery possible?  Is there anything I should know before running those `docker rm -f`, `docker rmi -f`, and `docker volume rm` commands?","According to the context, “Each submitted project will be evaluated by three randomly assigned students who have also submitted the project. You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course. The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).”","1. Delete all containers (including running ones):

```bash
docker rm -f $(docker ps -aq)
```

2. Remove all images:

```bash
docker rmi -f $(docker images -q)
```

3. Delete all volumes:

```bash
docker volume rm $(docker volume ls -q)
```",66ccbb7da0
"Okay, so I'm trying to make sure users only give one piece of feedback (like +1 or -1) per submission. The FAQ mentions `st.session.submitted` and that it gets reset even after I press a button. How exactly do I prevent this reassignment? Is there a specific way to handle the session state so it *stays* False until they've given their feedback?",I don’t know.,"Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"The Streamlit Discuss link says to check there, but honestly, I’m still a little lost. When I use the ‘ask’ button and then try to give feedback, the buttons get disabled even though I only pressed one of them once. What’s going on with `st.session.submitted` and why is it changing back to True?",I don't know.,"Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"I understand that `st.session.submitted` needs to be False initially. But if I'm using Streamlit’s session state, how do I *reliably* keep track of whether a user has already submitted feedback without manually checking every time? Is there a better way than just relying on this variable?",According to the context: “Solved: [Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)”,"Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"The solution link mentions Streamlit Discuss – could you explain a bit more about the problem that was discussed there? Specifically, what part of the code was causing `st.session.submitted` to get reset unexpectedly after user feedback?","According to the context, “Session State: I want the user to only be able to give feedback once per submission (+1 or -1). When I submit text using the ask button, the buttons should be disabled if `st.session.submitted` is False. The issue is mainly with `st.session.submitted`, which gets reassigned to True again despite one feedback button being pressed.”","Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"Let’s say I want to build this system where users can give multiple pieces of feedback. How would I modify my code to ensure they *can* submit multiple times, while still keeping track of whether they've already submitted using `st.session.submitted`?",I don't know.,"Solved:

[Refer to the solution on Streamlit Discuss](https://discuss.streamlit.io/t/streamlit-session-attributes-reassigned-somewhere/76059/2?u=mohammed2)",2e729f1271
"Okay, so I’m running my Streamlit app with Docker Compose and it keeps saying ‘executable file not found in $PATH’. The app works perfectly fine when I just run it normally. What exactly does the error message mean?","According to the context, “Docker: When trying to run a streamlit app using docker-compose, I get: Error response from daemon: failed to create task for container: failed to create shim task: OCI runtime create failed: runc create failed: unable to start container process: exec: ""streamlit"": executable file not found in $PATH: unknown. The app runs fine outside of docker-compose” – “The error message means the Docker environment couldn’t find the ‘streamlit’ executable when trying to run it.”","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
The FAQ says to create a `Dockerfile`. But what *exactly* should be inside that `Dockerfile` for my Streamlit app to work correctly with Docker Compose?  Is there a specific command I need to add?,"According to the context, “To resolve this issue:

1. Ensure you have created a `Dockerfile`.”","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"I’m trying to follow your instructions – create the `Dockerfile`, then use `docker-compose up --build`. But it still gives me the ‘executable file not found’ error. What am I missing, and why is my app working outside of Docker Compose?","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
You mentioned adding `streamlit` to the `docker-compose` configuration. How do I actually *do* that?  Is there a specific line I need to add to the `docker-compose.yml` file?,"To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"The answer says to use `docker-compose up --build`. But what does `--build` even do, and why is it important in this situation? Does it automatically create the `Dockerfile` for me?","According to the context, “To resolve this issue: 1. Ensure you have created a `Dockerfile`. 2. Add `streamlit` to the `docker-compose` configuration. 3. Run the following command to rebuild and start the application: ```bash docker-compose up --build```”. The `--build` flag tells Docker Compose to rebuild any images defined in your `docker-compose.yml` file before starting the containers. This is important because it ensures that the latest version of the Streamlit app (including the `streamlit` executable) is used, which resolves the “executable file not found” error. It does *not* automatically create the `Dockerfile`; you still need to create it yourself as step 1 indicates.","To resolve this issue:

1. Ensure you have created a `Dockerfile`.
2. Add `streamlit` to the `docker-compose` configuration.
3. Run the following command to rebuild and start the application:

   ```bash
   docker-compose up --build
   ```",e8df9f0d12
"So, I’m working on this capstone by myself – is that really what you mean?",I don't know.,"No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
Can I totally team up with classmates and build a system together for the assignment?,I don't know.,"No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
I'm worried about how to handle code if I'm doing it solo. Are there any guidelines on repository management?,I don't know.,"No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
What exactly does ‘clearly decomposed into independent projects’ actually *mean* in practice?,"According to the context, “A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository. If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.”","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"If my project relies heavily on someone else’s work, will that still be considered a valid capstone?","No, if the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.","No, the capstone is an individual project.

You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository.

If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.",0fab61eca2
"Okay, so I saw the FAQ says we only need to submit one project. But what exactly *does* ‘attempt 1’ and ‘attempt 2’ actually mean when it comes to submitting my work? Is there a specific deadline for each?","According to the context, “You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.”","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"The answer mentions using different datasets if I want to do two projects – but is that *required*, or just recommended?  Like, can I submit the same project twice and still get credit?","According to the context, “If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.”","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
I’m worried about missing the first submission window. What happens if I genuinely can't make it on time for ‘attempt 1’? Can I still submit my work later?,"According to the context, “If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.”","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"The FAQ says we need to do peer reviews.  Does that mean we *have* to review three people, or is there some flexibility in who we choose?","According to the context, “You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.” This indicates a requirement to grade three peers.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Just to be clear – if my first submission doesn’t go through, can I just keep working on it and then submit a completely new version during ‘attempt 2’, or does it have to be a significant revision?","According to the context, “If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.” It doesn’t specify what constitutes a “significant revision,” but implies you can improve upon your initial submission.","You only need to submit one project. If the submission at the first attempt fails, you can improve it and re-submit during the attempt#2 submission window.

- If you want to submit two projects for the experience and exposure, you must use different datasets and problem statements.
- If you can’t make it to the attempt#1 submission window, you still have time to catch up to meet the attempt#2 submission window.

Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.",d5fc98925d
"Okay, so just to be clear – the Kaggle competition isn’t going to fulfill the requirements for the Capstone Project? I was wondering if we could still use our results?","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"The FAQ says the capstone is individual. But what exactly *does* that mean? Like, can we get feedback on our work from a classmate or something?","According to the context, “You can collaborate or discuss a larger idea with other students, but each submitted project must stand on its own. A shared system can work only if it is clearly decomposed into independent projects, where each person has a separate qualifying component and a separate repository. If the work cannot be evaluated independently for each participant, it does not satisfy the project requirement.”","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"I saw you mention forming teams for the competition – is there any way to do that for the Capstone Project too, or is it strictly solo?","No, the capstone is an individual project.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"If I’m working on the Capstone alone, does that mean I have to build *everything* myself? Can we use pre-trained models or anything like that?","Yes. You can use pre-trained models or anything like that. Note that the course doesn't teach how to build these interfaces, so you’ll need to figure that part out on your own. With an AI assistant it’s usually quite simple.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Just want to double check – this competition isn't a substitute for actually completing the Capstone Project deliverables, right?","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.","No, it does not. You can participate in the [math-kaggle-llm-competition](https://datatalks-club.slack.com/archives/C0791HB4A58) as a group if you want to form teams; but the capstone is an individual attempt.",e892d44e42
"Okay, so we're basically judging each other’s projects? That sounds…interesting! How exactly does this peer review process work?","According to the context, “You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.”","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"I just want to make sure I understand – if I don’t grade three other students’ projects, will that seriously affect my final score and whether or not I get the certificate?","Yes, according to the context, “Remember that the submission does not count towards the certification if you do not participate in the peer-review of three peers in your cohort.”","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
The guidelines for judging are still being finalized? What specific things should we be looking for when we're giving our classmates feedback on their capstone projects?,"According to the context, “The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).” This indicates that the specific judging guidelines are still being finalized and a link will be provided later.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"Can you explain a little more about how the median scoring works? Like, if some reviewers give really high scores and others give lower ones, how does that get averaged out?",I don't know.,"Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
So three random students are judging my project *and* I’m judging theirs? Is there any overlap in who gets assigned to review each project?,"Yes, three randomly assigned students evaluate your project, and you also evaluate three fellow students’ projects. The context does not specify if there is overlap in the student assignments for evaluation.","Each submitted project will be evaluated by three randomly assigned students who have also submitted the project.

You will also be responsible for grading the projects from three fellow students yourself. Please be aware that not complying with this rule implies you may fail to achieve the Certificate at the end of the course.

The final grade you receive will be the median score of the grades from the peer reviewers. The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).",9a2e2d2008
"Okay, so just to clarify – exactly when does the project assignment process start? And what happens if I’m not happy with the projects that are given to me?",I don't know.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"The Excel sheet… will it show *which* projects we're working on specifically, or just a general list of the three assigned to each person?",The Excel sheet will show three projects being assigned to each participant.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"I want to make sure I understand this right. So after the deadline, you’ll send out an Excel sheet with the project assignments? What if I need to ask for a change at that point?","Yes, after the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant. You cannot request a change once the spreadsheet is distributed.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Regarding the Excel sheet – will it include details about the grading criteria for each of the projects, or do we get that information separately?","According to the context, “The peer review criteria for evaluation must follow the guidelines defined here (TBA for link).” This indicates that the specific judging guidelines are still being finalized and will be provided in a separate document.","After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
Just one more thing - how much time do we have *after* receiving the Excel sheet to actually start working on our assigned projects?,I don't know.,"After the submission deadline has passed, an Excel sheet will be shared with 3 projects being assigned to each participant.",eae0fb50aa
"Okay, so I just submitted my Capstone project, but I’m wondering – if the deadline is over, why don't we get to see any of the other students’ work for grading purposes?","According to the context, “Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.”","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
I understand that you can’t pick and choose which projects to review. But when exactly does the list of projects to evaluate get released? Is there a specific time I should be checking for it?,"According to the context, “You can only peer-review projects at the time the course is running; after the form is closed and the peer-review list is compiled.”","Once the project submission deadline has passed, projects will be assigned to you for evaluation. You can't choose which projects to evaluate, and you can’t review before the list has been released.",a8a7fef016
